id,name,img,description,seattotal,createdAt,updatedAt,automarkerId
2,Samco Felix Ci Selega,SamcoFelixCiSelega.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.574Z,1
13,Hyundai Solati Dcar X Plus,HyundaiSolatiDcarXPlus.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",10,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.574Z,2
6,Xe Buýt Kế Cận Samco I.42 ,SamcoI.42 .jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.574Z,1
20,Tacomeco Universe Noble K47,UniverseNobleK47.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.574Z,4
11,Samco Allergo,SamcoAllergo.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.574Z,1
10,Samco Wenda,SamcoWenda.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,1
7,Xe buýt Samco City I.51,S.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",26,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,1
8,Xe buýt Samco City I.40,SamcoCityI.40.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",19,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,1
4,Thaco Mobihome VIP 20,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,5
9,Samco Primas 2,SamcoPrimas.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",37,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,1
12,Hyundai Universe Premium,HyundaiUniversePremium.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.576Z,2
31,Thaco Mobihome VIP 29,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.576Z,5
40,Thaco Mobihome 116,ThacoMobihome.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",38,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
45,Thaco Mobihome VIP 90,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
48,Thaco Mobihome VIP 31,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
53,Samco Felix Ci Selega,SamcoFelixCiSelega.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.578Z,1
58,Samco Wenda,SamcoWenda.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.578Z,1
63,Hyundai County,Hyundaicounty.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.580Z,2
68,Thaco Mobihome VIP 27,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.581Z,5
73,Thaco Mobihome VIP 2,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.581Z,5
78,Thaco Mobihome VIP 90,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.582Z,5
82,DAEWOO ĐỘNG CƠ DOOSAN,DAEWO.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",49,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.582Z,3
86,Samco Felix Ci Selega,SamcoFelixCiSelega.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.583Z,1
90,Samco Allergo,SamcoAllergo.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.583Z,1
97,Thaco Mobihome VIP,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.584Z,5
103,"Tracomeco Global K29W
",TracomecoGlobalK29W.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.584Z,4
16,Hyundai New County,Hnewcounty.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,2
34,Thaco Mobihome VIP 28,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,5
22,Thaco Garden,ThacoGarden.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.576Z,5
24,"Thaco Mobihome
",ThacoMobihome.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",38,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.576Z,5
41,Thaco Mobihome 117,ThacoMobihome.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",38,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
47,Thaco Mobihome VIP 22,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
52,Universe Samco,UniverseSamco34gheVip.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",34,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.578Z,1
56,Tacomeco Universe Noble K47,UniverseNobleK47.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.578Z,4
61,Thaco Mobihome VIP 20,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.580Z,5
67,Thaco Mobihome VIP 28,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.580Z,5
71,Hyundai Universe Premium,HyundaiUniversePremium.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.581Z,2
77,"Thaco Meadow
",ThacoMeadow.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",34,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.582Z,5
83,Thaco Mobihome VIP 10,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.582Z,5
89,Tacomeco Universe Noble K47,UniverseNobleK47.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",47,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.583Z,4
95,Hyundai New County,Hnewcounty.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.583Z,2
101,Thaco Mobihome VIP 27,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.584Z,5
107,Hyundai Solati,HyundaiDcarSolati.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",16,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.585Z,2
113,Thaco Mobihome VIP 22,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.585Z,5
15,Hyundai County,Hyundaicounty.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",29,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,2
33,Thaco Mobihome VIP 27,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.575Z,5
17,Hyundai Solati,HyundaiDcarSolati.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",16,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.576Z,2
39,Thaco Mobihome 115,ThacoMobihome.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",38,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
43,Thaco Mobihome VIP 20,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,5
49,DAEWOO ĐỘNG CƠ DOOSAN,DAEWO.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",49,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.577Z,3
54,Hyundai Solati Dcar X Plus,HyundaiSolatiDcarXPlus.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",10,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.578Z,2
59,Xe buýt Samco City I.51,S.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",26,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.579Z,1
64,Thaco Mobihome VIP,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.580Z,5
69,Thaco Mobihome VIP 22,ThacoMobihomeVIP.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",23,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.581Z,5
74,Hyundai Solati,HyundaiDcarSolati.jpg,"Là mẫu xe dẫn đầu phân khúc về chỉ số N.V.H (Noise – Vibration – Harshness), All-New Cerato tối ưu hóa độ cứng thân xe và sử dụng vật liệu cách âm giúp cải thiện độ ồn, độ rung của xe, tối ưu khả năng vận hành, mang đến cảm giác lái thú vị và hào hứng.",16,2019-09-03T09:35:33.984Z,2019-09-17T08:28:21.581Z,2
